Ilan no,il,Emlak Tipi,m² (Brüt),m² (Net),Oda Sayısı,Bina Yaşı,Bulunduğu Kat,Kat Sayısı,Isıtma turu,Banyo Sayısı,Balkon sayisi,Asansör,Otopark,Site İçerisinde,Aidat (TL),Krediye Uygun,fiyat
1013461,İstanbul,Daire,104,81,3,1,11,17,Doğalgaz (Kombi),2,1,True,False,False,265,False,2679744
1014180,İstanbul,Daire,79,59,2,17,0,3,Doğalgaz (Kombi),1,1,True,True,False,182,True,1257863
1007932,Gaziantep,Daire,145,114,2,49,2,11,Doğalgaz (Kombi),2,2,True,False,True,424,True,525510
1007195,Mersin,Daire,171,149,3,1,2,6,Klima,1,1,True,False,False,58,True,799223
1004035,Antalya,Daire,156,137,5,0,3,10,Yerden Isıtma,3,1,True,True,False,57,True,1064941
1014728,Kayseri,Daire,157,115,5,1,1,13,Soba,1,1,True,True,False,107,True,880875
1013686,Trabzon,Daire,101,73,3,19,5,14,Merkezi,1,0,True,False,False,92,True,317588
1005890,İstanbul,Daire,111,101,3,35,7,8,Doğalgaz (Kombi),1,2,False,False,True,100,True,3044627
1008279,Bursa,Daire,61,56,3,16,8,13,Soba,1,1,True,False,False,54,True,485753
1014860,Samsun,Daire,232,179,3,47,3,4,Doğalgaz (Kombi),1,0,False,True,True,581,True,1215255
1008972,İzmir,Ofis,198,163,1,30,9,11,Soba,2,0,True,False,False,203,False,2012978
1002826,Kayseri,Daire,109,79,4,71,0,13,Doğalgaz (Kombi),3,1,True,True,False,57,True,553092
1000715,Gaziantep,Daire,62,48,2,32,5,6,Doğalgaz (Kombi),1,1,False,False,False,172,True,258274
1012640,Samsun,Villa,463,343,4,17,4,13,Doğalgaz (Kombi),1,1,False,False,False,0,True,2656948
1010228,Ankara,Arsa,998,998,0,9,10,14,Merkezi,1,0,False,False,False,59,False,4049642
1002973,Gaziantep,Dükkan,162,138,0,64,5,9,Doğalgaz (Kombi),1,1,False,True,True,0,True,737553
1014897,İstanbul,Daire,123,112,3,27,0,18,Soba,1,1,True,False,False,49,True,3277128
1001118,Antalya,Daire,100,83,4,40,0,14,Doğalgaz (Kombi),2,1,True,True,False,17,False,940610
1011528,Konya,Daire,163,134,3,60,2,9,Soba,2,1,True,False,False,129,False,972562
1009757,İstanbul,Dükkan,210,160,0,36,6,17,Doğalgaz (Kombi),1,1,False,True,False,141,True,4670094
1013414,Bursa,Dükkan,290,242,0,48,4,14,Doğalgaz (Kombi),3,0,True,False,False,69,True,3228792
1006237,Bursa,Daire,136,119,3,62,3,7,Doğalgaz (Kombi),1,2,True,True,False,0,True,916673
1013726,Malatya,Daire,216,174,2,35,0,2,Doğalgaz (Kombi),1,0,True,False,False,0,True,738508
1005186,Ankara,Daire,178,132,4,78,8,10,Doğalgaz (Kombi),1,1,True,False,False,133,True,1692552
1002316,Bursa,Daire,122,105,2,6,12,15,Soba,1,1,True,True,False,29,True,1069035
1010695,Kayseri,Ofis,345,300,0,52,3,13,Klima,2,3,True,False,True,66,False,886370
1006624,İzmir,Dükkan,143,128,0,41,4,6,Soba,1,0,False,False,False,0,True,2274919
1010597,Bursa,Daire,127,108,5,21,7,16,Merkezi,1,1,False,True,False,98,True,932102
1010085,İstanbul,Daire,81,65,2,3,2,3,Doğalgaz (Kombi),1,0,False,True,False,65,True,2537428
1013007,İstanbul,Daire,202,171,2,30,0,2,Doğalgaz (Kombi),1,1,False,True,False,48,True,5801848
1002458,İstanbul,Daire,220,176,3,27,0,8,Doğalgaz (Kombi),1,0,True,False,False,91,True,4220120
1005353,Diyarbakır,Daire,65,58,3,59,7,9,Klima,2,0,True,False,False,191,True,287563
1005407,Samsun,Daire,38,27,1,44,3,16,Doğalgaz (Kombi),1,2,True,False,False,0,True,119300
1014492,Trabzon,Daire,111,102,1,46,5,16,Merkezi,2,2,False,False,True,100,True,461172
1013282,Eskişehir,Daire,228,202,2,12,1,1,Doğalgaz (Kombi),2,1,True,True,False,0,True,1354054
1005079,Adana,Daire,61,46,2,2,11,15,Merkezi,1,1,False,True,False,44,True,320507
1006393,İstanbul,Dükkan,152,109,0,7,7,9,Klima,1,1,False,False,False,116,False,3991445
1009602,Antalya,Daire,99,74,4,40,1,15,Doğalgaz (Kombi),2,1,True,True,True,100,True,1118827
1008500,İstanbul,Arsa,1358,1358,0,2,11,13,Merkezi,1,2,False,True,False,0,False,21233536
1010607,İstanbul,Dükkan,291,241,0,15,0,10,Doğalgaz (Kombi),1,1,False,False,True,160,False,8296702
1008023,Mersin,Arsa,772,772,0,54,7,11,Merkezi,3,1,True,False,False,0,False,2496296
1013496,Gaziantep,Daire,58,51,2,79,6,9,Soba,1,0,True,False,True,100,True,234294
1001864,İstanbul,Ofis,85,67,1,43,5,13,Doğalgaz (Kombi),2,1,True,False,False,0,False,1684688
1011308,Kayseri,Daire,67,53,3,13,4,7,Doğalgaz (Kombi),1,0,True,False,True,100,True,344541
1003724,İzmir,Daire,135,110,1,26,1,18,Merkezi,2,0,True,False,False,77,True,1103711
1003821,Diyarbakır,Dükkan,55,39,0,50,1,13,Doğalgaz (Kombi),1,0,True,False,False,1,False,164636
1008736,Adana,Daire,98,81,2,10,1,2,Doğalgaz (Kombi),2,0,False,True,False,152,False,466605
1001145,İstanbul,Daire,215,153,2,0,12,13,Doğalgaz (Kombi),1,1,True,True,False,0,True,4349303
1006925,İstanbul,Daire,52,44,2,15,3,12,Doğalgaz (Kombi),1,1,False,False,False,0,True,1329795
1014435,Samsun,Daire,104,88,2,9,3,9,Doğalgaz (Kombi),1,2,True,True,False,0,True,395056
1013351,Trabzon,Villa,171,129,4,31,4,9,Doğalgaz (Kombi),1,1,True,True,True,107,True,1201027
1000733,Diyarbakır,Arsa,1922,1922,0,56,6,7,Doğalgaz (Kombi),2,2,False,False,False,283,False,4842556
1008978,Malatya,Daire,79,72,1,73,0,6,Doğalgaz (Kombi),2,1,True,True,False,14,True,286955
1008833,İstanbul,Daire,175,138,4,61,9,10,Klima,1,1,True,False,False,23,True,3849108
1007065,Ankara,Daire,241,207,3,50,5,13,Merkezi,1,1,False,True,False,39,True,3020448
1003282,Eskişehir,Daire,97,80,4,33,3,5,Doğalgaz (Kombi),1,1,True,False,False,19,True,699343
1002457,Gaziantep,Dükkan,91,74,0,29,10,13,Doğalgaz (Kombi),2,1,True,True,True,0,False,428238
1009971,Trabzon,Daire,167,124,5,25,1,3,Merkezi,2,2,True,False,True,118,True,653775
1007307,İstanbul,Daire,200,171,3,27,2,13,Doğalgaz (Kombi),1,1,True,False,False,117,True,3923672
1014527,Bursa,Arsa,1377,1377,0,74,8,11,Merkezi,1,1,True,True,False,102,False,6261857
1014140,Antalya,Arsa,281,281,0,53,2,6,Soba,1,1,False,False,False,63,False,956862
1007624,Diyarbakır,Ofis,331,279,0,24,6,12,Soba,2,1,True,False,False,0,False,1193232
1012096,Diyarbakır,Dükkan,206,159,0,30,6,16,Doğalgaz (Kombi),1,0,False,False,False,32,True,776409
1011208,İzmir,Daire,247,174,3,44,6,12,Doğalgaz (Kombi),1,3,True,True,True,480,True,2288691
1008478,İstanbul,Daire,158,125,3,13,1,13,Merkezi,2,3,True,True,False,120,True,3957215
1006092,Antalya,Daire,93,77,2,22,2,3,Doğalgaz (Kombi),3,2,False,False,False,13,True,551284
1004367,Bursa,Daire,37,31,3,34,1,8,Doğalgaz (Kombi),1,3,False,True,False,0,True,279635
1007873,Mersin,Daire,124,87,3,31,1,8,Merkezi,3,2,True,True,False,94,False,526715
1004622,Samsun,Daire,52,38,1,5,4,9,Soba,2,3,False,False,True,100,True,186408
1008861,Trabzon,Daire,122,87,2,12,10,14,Doğalgaz (Kombi),1,1,True,False,True,126,True,485422
1012667,Trabzon,Daire,177,158,1,8,4,14,Doğalgaz (Kombi),2,1,True,True,False,65,True,677711
1007278,İzmir,Daire,155,135,3,11,1,4,Doğalgaz (Kombi),2,1,False,False,False,91,True,3041808
1014957,İzmir,Daire,112,102,1,13,0,5,Doğalgaz (Kombi),1,1,True,False,False,100,True,1274960
1014599,Ankara,Daire,135,97,3,27,1,13,Klima,2,2,True,False,True,100,True,1355129
1005556,Adana,Villa,540,457,3,2,6,18,Merkezi,1,2,True,False,False,64,True,4098194
1008614,Samsun,Daire,65,55,4,47,1,3,Klima,2,0,False,False,False,0,True,252473
1005948,Trabzon,Daire,85,77,3,71,0,17,Merkezi,1,1,True,False,False,158,True,347055
1010137,Antalya,Daire,250,223,2,14,1,2,Doğalgaz (Kombi),2,1,False,False,False,0,True,1685352
1013594,İzmir,Daire,125,106,1,27,1,8,Doğalgaz (Kombi),2,1,True,False,True,100,True,1863085
1005437,İstanbul,Dükkan,45,40,0,3,13,17,Isıtma Yok,1,0,False,False,False,0,True,1227480
1014959,Eskişehir,Daire,139,102,1,37,6,16,Merkezi,2,3,True,False,True,231,True,693207
1010744,İzmir,Daire,195,140,3,8,9,14,Doğalgaz (Kombi),1,0,False,False,False,22,True,2235273
1006723,İstanbul,Daire,202,164,5,20,0,16,Doğalgaz (Kombi),2,1,True,True,False,116,True,3988943
1010073,Konya,Daire,135,96,2,7,4,6,Isıtma Yok,1,1,True,True,False,8,True,748024
1008498,İstanbul,Daire,83,61,2,46,12,17,Doğalgaz (Kombi),1,1,True,False,False,0,True,1899340
1007872,Adana,Daire,69,58,2,19,10,12,Doğalgaz (Kombi),3,1,True,True,False,41,True,440997
1006023,Ankara,Daire,46,39,2,26,0,2,Merkezi,1,1,False,False,True,100,True,411131
1005436,Malatya,Dükkan,132,118,0,25,0,3,Merkezi,3,3,True,False,False,35,False,703877
1014491,Ankara,Dükkan,170,150,0,75,10,15,Doğalgaz (Kombi),1,0,False,True,False,0,False,2009270
1010031,Trabzon,Daire,86,68,3,9,13,16,Doğalgaz (Kombi),1,1,True,False,False,0,True,343966
1011388,İstanbul,Daire,111,80,3,27,1,9,Doğalgaz (Kombi),2,0,False,False,True,100,True,2147781
1001793,Adana,Daire,53,39,3,17,5,10,Klima,1,0,True,False,True,265,False,269949
1001692,Bursa,Daire,143,130,1,10,3,9,Soba,2,2,True,False,False,0,True,1575563
1004787,İstanbul,Daire,153,109,3,23,5,12,Merkezi,3,1,False,True,False,102,True,2650126
1012465,İstanbul,Daire,125,89,3,43,0,14,Soba,2,1,True,True,False,0,False,2729413
1008294,Ankara,Daire,40,35,1,38,0,5,Soba,2,0,True,False,False,58,True,291022
1000493,Gaziantep,Villa,360,276,4,0,1,2,Klima,3,1,False,True,False,12,True,2628989
1006572,İstanbul,Daire,71,53,2,32,1,4,Isıtma Yok,3,1,True,False,False,42,False,1396263
1000157,İstanbul,Daire,177,129,2,21,0,17,Merkezi,2,1,True,False,False,58,True,4756018
1011746,İstanbul,Daire,236,201,2,20,1,12,Doğalgaz (Kombi),1,1,True,True,False,0,True,7210696
1014475,İzmir,Daire,227,160,1,25,8,12,Doğalgaz (Kombi),1,1,True,False,False,0,True,2158666
1001463,İstanbul,Daire,58,45,3,2,0,13,Doğalgaz (Kombi),1,3,True,True,True,102,True,1394068
1004807,İstanbul,Daire,242,180,2,1,3,6,Yerden Isıtma,2,1,True,False,True,428,True,6483042
1004176,Kayseri,Daire,61,47,2,4,12,13,Doğalgaz (Kombi),2,1,True,True,True,100,True,297923
1004355,Ankara,Daire,35,32,3,46,4,16,Merkezi,3,0,False,False,True,100,True,334435
1013968,Mersin,Daire,213,169,2,44,2,8,Doğalgaz (Kombi),1,1,True,False,True,160,True,928326
1008760,Ankara,Ofis,348,273,1,17,0,4,Doğalgaz (Kombi),1,0,False,False,False,89,True,4466165
1002287,Konya,Arsa,1946,1946,0,49,5,6,Soba,2,1,True,False,False,55,False,6932698
1007532,Trabzon,Ofis,261,221,2,0,1,8,Klima,1,1,True,True,False,63,True,1018437
1003351,Mersin,Daire,212,155,4,26,0,4,Doğalgaz (Kombi),1,0,False,False,False,2,True,996520
1004450,İstanbul,Daire,186,142,3,24,0,14,Merkezi,1,2,False,False,False,108,True,4001720
1000965,İstanbul,Daire,87,68,2,11,1,2,Doğalgaz (Kombi),1,3,False,False,True,100,True,2001872
1007198,İzmir,Daire,135,103,5,0,13,15,Klima,1,1,True,False,True,277,True,2629866
1006390,Ankara,Daire,78,56,3,22,0,5,Yerden Isıtma,1,1,True,True,True,220,True,632704
1002252,İstanbul,Dükkan,260,200,0,25,8,9,Klima,1,0,True,True,False,41,False,5056819
1008698,İstanbul,Dükkan,229,162,0,48,1,1,Doğalgaz (Kombi),1,1,False,True,False,166,True,4588824
1002578,Kayseri,Daire,87,78,3,27,1,2,Merkezi,1,1,False,True,True,190,True,316991
1000438,İstanbul,Dükkan,29,26,0,5,6,12,Klima,1,1,False,False,False,26,True,584466
1004119,Diyarbakır,Daire,41,30,3,75,9,11,Merkezi,1,0,True,False,False,112,True,143959
1008289,Adana,Daire,74,53,3,14,8,12,Doğalgaz (Kombi),1,0,True,False,False,34,False,436504
1001614,Bursa,Daire,215,191,1,21,1,1,Soba,1,1,False,False,False,0,True,1440645
1011369,Gaziantep,Dükkan,148,105,0,5,3,4,Merkezi,1,1,False,True,False,34,False,905819
1008977,İstanbul,Daire,155,121,1,56,0,3,Doğalgaz (Kombi),1,0,True,False,True,246,True,3765947
1004393,Ankara,Daire,41,37,2,77,4,6,Yerden Isıtma,1,1,True,False,True,100,True,374327
1013935,Bursa,Ofis,287,228,1,25,1,18,Doğalgaz (Kombi),1,1,False,False,False,0,False,1727237
1012957,İstanbul,Daire,238,171,2,61,6,13,Soba,2,2,True,True,True,437,True,4067054
1013107,Kayseri,Ofis,223,166,2,62,4,6,Doğalgaz (Kombi),1,1,True,False,False,56,True,954916
1000467,Ankara,Daire,160,126,2,11,7,11,Doğalgaz (Kombi),1,1,True,False,False,147,True,1855772
1010080,İstanbul,Dükkan,78,68,0,24,6,12,Merkezi,2,1,False,False,False,188,False,1507206
1004604,Malatya,Daire,191,140,2,47,2,13,Merkezi,1,0,True,False,False,64,True,697288
1000756,İstanbul,Daire,39,28,3,15,5,15,Soba,2,1,True,True,False,169,True,628789
1004618,Gaziantep,Arsa,1355,1355,0,47,4,11,Doğalgaz (Kombi),2,0,True,False,False,0,False,4413817
1004201,Adana,Daire,36,30,5,29,4,7,Yerden Isıtma,1,1,True,False,False,177,True,196699
1002688,Antalya,Arsa,423,423,0,17,4,11,Klima,1,3,True,True,False,134,False,3535173
1001090,Antalya,Daire,90,64,3,19,12,15,Merkezi,1,1,True,False,False,46,True,888754
1006733,İzmir,Daire,65,48,3,47,11,16,Merkezi,3,1,True,False,False,95,True,732987
1011018,Adana,Daire,91,81,4,4,15,17,Doğalgaz (Kombi),2,1,False,False,False,85,True,467353
1004863,Samsun,Daire,48,42,3,55,3,9,Doğalgaz (Kombi),1,0,False,False,False,239,True,168930
1009926,Samsun,Daire,109,77,3,20,2,14,Doğalgaz (Kombi),1,1,True,True,True,100,True,538996
1005614,İstanbul,Daire,110,83,2,63,9,16,Doğalgaz (Kombi),2,0,True,False,False,79,True,1258273
1009231,Bursa,Daire,210,171,2,20,1,1,Doğalgaz (Kombi),2,2,True,False,False,4,True,1496573
1001374,İstanbul,Ofis,87,77,2,32,8,12,Doğalgaz (Kombi),1,1,True,True,False,0,False,1491207
1013422,Antalya,Arsa,131,131,0,33,2,11,Doğalgaz (Kombi),3,1,False,False,False,77,False,1259865
1001862,Samsun,Villa,262,192,4,36,10,15,Doğalgaz (Kombi),1,1,True,False,False,160,True,2848537
1009551,Ankara,Daire,243,213,1,25,5,15,Doğalgaz (Kombi),1,2,True,False,False,86,True,2769732
1005769,İstanbul,Daire,203,144,3,56,2,6,Doğalgaz (Kombi),3,1,True,False,False,143,True,3115192
1005952,Diyarbakır,Daire,188,150,5,76,7,10,Doğalgaz (Kombi),1,0,True,False,False,36,False,620669
1004885,Konya,Daire,151,133,3,36,1,6,Klima,1,1,True,False,True,667,True,860011
1007918,Ankara,Daire,172,134,2,28,0,2,Isıtma Yok,2,1,False,False,False,72,True,1206757
1008626,Adana,Daire,122,106,4,36,14,18,Doğalgaz (Kombi),1,1,True,False,False,0,True,584448
1001878,İstanbul,Daire,37,31,3,12,5,14,Yerden Isıtma,2,1,True,True,False,64,True,1062594
1014499,Adana,Daire,56,41,4,54,1,3,Merkezi,1,1,False,False,False,29,False,291725
1014297,İstanbul,Daire,240,218,3,48,4,11,Yerden Isıtma,2,2,True,True,False,83,True,4097726
1010918,İstanbul,Daire,57,43,3,4,2,4,Merkezi,2,2,False,True,False,0,True,1430701
1001119,Antalya,Daire,43,32,4,31,4,8,Soba,3,1,True,True,True,100,True,361377
1011925,Antalya,Daire,232,164,3,40,1,3,Doğalgaz (Kombi),1,1,False,False,False,0,True,2421693
1008629,İstanbul,Villa,267,212,5,0,6,7,Merkezi,2,1,True,True,False,73,False,6512774
1011899,İstanbul,Daire,197,169,5,0,16,17,Klima,3,1,True,False,False,7,False,3609527
1014759,İzmir,Daire,138,125,3,33,2,8,Doğalgaz (Kombi),1,1,True,True,False,118,True,1984010
1012786,Gaziantep,Daire,54,39,2,25,0,4,Merkezi,2,1,False,False,True,100,True,266643
1013010,Antalya,Daire,197,163,2,17,1,1,Soba,1,1,False,True,False,72,True,1385366
1002186,İstanbul,Daire,70,55,2,40,8,11,Merkezi,1,1,True,False,True,114,True,1792086
1009671,Ankara,Daire,51,43,2,4,1,2,Merkezi,2,1,True,False,False,33,True,478186
1010770,Diyarbakır,Daire,206,179,1,67,12,14,Merkezi,1,1,True,False,False,117,True,719779
1014818,Ankara,Daire,176,153,4,19,1,15,Doğalgaz (Kombi),1,2,False,False,False,19,True,2344885
1003997,Bursa,Villa,185,153,4,19,1,2,Merkezi,1,1,True,True,False,102,True,2354520
1004935,Ankara,Arsa,1936,1936,0,7,8,13,Doğalgaz (Kombi),2,1,False,False,False,45,False,12906338
1014420,Ankara,Daire,249,228,1,20,2,9,Soba,1,1,True,False,False,49,True,1024914
1001432,İstanbul,Daire,230,206,2,20,10,11,Doğalgaz (Kombi),3,0,True,False,False,0,True,4367706
1004785,Ankara,Villa,764,569,3,22,7,13,Soba,1,1,False,False,False,0,True,14748579
1011028,Kayseri,Daire,240,193,2,42,9,16,Doğalgaz (Kombi),1,0,False,True,True,100,True,809592
1006021,Diyarbakır,Daire,43,32,4,26,1,2,Merkezi,1,0,False,False,True,144,True,128465
1004902,İstanbul,Daire,114,91,5,12,4,13,Doğalgaz (Kombi),1,1,True,False,True,100,True,3318124
1002174,Adana,Daire,114,81,3,67,3,11,Doğalgaz (Kombi),2,0,True,True,True,299,True,525300
1006388,Konya,Daire,75,57,3,66,7,14,Doğalgaz (Kombi),3,2,True,True,False,84,False,339945
1003941,Antalya,Dükkan,20,20,0,14,5,6,Doğalgaz (Kombi),1,0,False,False,False,0,False,173909
1002102,İstanbul,Daire,53,42,2,34,3,15,Doğalgaz (Kombi),1,1,True,True,False,34,True,1505637
1013903,Ankara,Daire,186,136,5,15,9,17,Merkezi,2,1,True,False,True,222,True,2157420
1011863,İstanbul,Dükkan,295,236,0,24,4,6,Isıtma Yok,2,1,False,False,False,139,False,6767250
1002656,Bursa,Daire,65,57,2,32,6,8,Doğalgaz (Kombi),1,1,True,True,False,74,True,524183
1007250,İstanbul,Daire,213,156,1,2,9,14,Merkezi,1,1,True,False,True,570,True,4753544
1007410,Trabzon,Daire,43,33,4,30,3,12,Merkezi,1,0,True,True,True,100,False,152514
1010894,Antalya,Dükkan,161,144,0,24,2,3,Klima,3,0,False,False,False,157,False,1765145
1001934,İstanbul,Arsa,1004,1004,0,28,2,13,Soba,2,0,True,False,False,67,False,8319561
1011539,Kayseri,Daire,124,94,3,34,7,11,Merkezi,1,0,True,False,False,46,True,414594
1002952,Samsun,Daire,91,75,2,46,12,13,Soba,1,1,True,True,False,52,True,322674
1008158,Antalya,Ofis,269,199,0,34,3,4,Doğalgaz (Kombi),1,1,False,False,False,68,False,1679235
1007653,Kayseri,Daire,192,172,3,40,3,10,Doğalgaz (Kombi),1,2,True,False,True,366,True,740119
1013114,İzmir,Daire,224,200,3,42,2,8,Merkezi,1,1,True,False,False,58,True,2168907
1011055,Antalya,Daire,197,167,2,13,0,5,Soba,3,1,True,False,True,100,True,1252190
1007281,Gaziantep,Daire,173,143,2,16,0,5,Doğalgaz (Kombi),3,1,True,False,True,373,True,815184
1013206,Ankara,Daire,112,86,3,15,4,5,Doğalgaz (Kombi),1,0,True,False,False,40,True,1176133
1006384,Antalya,Daire,237,217,2,56,1,3,Yerden Isıtma,1,1,False,True,True,421,True,3214375
1013718,Ankara,Daire,233,203,3,9,7,15,Isıtma Yok,3,1,True,False,True,182,True,2908215
1000758,İstanbul,Daire,162,148,2,21,2,4,Soba,1,0,True,True,False,0,True,4061912
1008860,İstanbul,Daire,68,59,2,49,3,7,Merkezi,1,2,True,True,False,4,True,2095590
1003312,Trabzon,Dükkan,178,146,0,14,1,17,Klima,1,0,True,False,False,37,False,645078
1000829,Adana,Daire,223,172,2,53,1,12,Doğalgaz (Kombi),2,2,True,True,False,0,True,1098054
1011347,Mersin,Villa,731,542,4,26,0,5,Doğalgaz (Kombi),2,3,True,False,False,0,True,6216000
1010606,Konya,Daire,216,154,1,51,4,10,Merkezi,2,2,True,True,False,89,True,944659
1013532,İzmir,Daire,35,29,2,16,2,17,Doğalgaz (Kombi),1,2,True,False,True,100,True,534922
1012937,İstanbul,Daire,149,105,4,16,0,10,Soba,1,2,True,True,False,76,True,3327478
1013562,Konya,Daire,184,140,4,5,1,13,Doğalgaz (Kombi),1,0,True,True,True,452,True,893837
1010083,Ankara,Daire,202,151,2,10,3,6,Doğalgaz (Kombi),2,3,True,False,False,44,True,2531715
1002447,Kayseri,Daire,155,138,5,80,4,13,Doğalgaz (Kombi),2,1,True,False,False,83,True,858956
1011721,İzmir,Daire,84,61,2,37,10,13,Doğalgaz (Kombi),1,2,True,False,False,124,True,1252741
1013543,İstanbul,Daire,145,121,2,46,7,11,Merkezi,1,1,True,False,False,0,False,2104829
1009311,İzmir,Daire,100,84,1,23,8,11,Isıtma Yok,2,1,False,True,False,90,True,1374165
1007100,Adana,Daire,207,149,2,66,9,13,Doğalgaz (Kombi),1,1,True,True,False,38,True,1517920
1013021,Adana,Villa,540,430,3,15,0,4,Soba,2,2,False,True,True,1037,False,4491009
1006611,Gaziantep,Daire,120,103,4,50,9,15,Klima,1,0,True,False,False,67,True,418464
1010531,Bursa,Daire,120,86,4,0,5,14,Doğalgaz (Kombi),2,1,True,False,False,53,True,532271
1010979,Trabzon,Arsa,1352,1352,0,15,6,14,Doğalgaz (Kombi),2,0,False,False,False,93,False,3994321
1010914,Adana,Daire,69,60,2,15,0,16,Merkezi,2,1,True,True,False,53,True,464971
1012611,Antalya,Dükkan,99,86,0,62,2,14,Soba,3,1,False,True,False,0,False,926929
1014852,İzmir,Daire,95,74,3,60,2,7,Yerden Isıtma,1,0,True,False,True,448,True,1210222
1009391,İzmir,Daire,200,144,2,18,2,8,Merkezi,2,0,True,False,False,123,True,1706322
1008943,Ankara,Daire,242,212,4,42,7,8,Doğalgaz (Kombi),3,1,True,True,True,631,True,2896726
1006870,Bursa,Daire,65,58,1,30,1,1,Klima,1,0,True,True,False,0,True,459953
1012768,İstanbul,Daire,56,44,3,0,1,5,Doğalgaz (Kombi),2,1,False,True,False,75,True,862489
1007197,İstanbul,Daire,91,74,4,1,2,9,Doğalgaz (Kombi),2,1,True,False,True,345,True,2122498
1011578,Bursa,Daire,226,176,3,24,7,18,Merkezi,2,1,True,True,False,177,True,1621812
1001459,Malatya,Daire,201,157,2,5,4,5,Merkezi,2,2,True,False,False,0,True,537086
1014900,İstanbul,Daire,126,93,3,47,1,7,Doğalgaz (Kombi),1,0,True,False,True,364,True,2351580
1003441,Ankara,Daire,42,36,2,37,1,1,Merkezi,1,1,False,True,False,98,True,371199
1013049,İzmir,Arsa,1666,1666,0,12,2,13,Doğalgaz (Kombi),1,2,True,False,False,97,False,15239020
1008327,İstanbul,Daire,72,54,2,0,4,14,Merkezi,1,1,False,True,True,100,True,1120214
1012829,İzmir,Daire,228,203,3,17,1,1,Doğalgaz (Kombi),2,1,False,False,True,483,False,2469630
1010295,İzmir,Daire,57,47,4,80,3,4,Klima,1,0,False,True,False,0,True,519942
1013288,İstanbul,Daire,117,88,3,6,10,14,Merkezi,1,1,True,False,False,23,True,2995752
1010159,İstanbul,Villa,188,165,3,25,10,14,Doğalgaz (Kombi),3,1,False,True,False,0,True,6483473
1007712,İstanbul,Daire,169,124,2,14,7,9,Doğalgaz (Kombi),1,1,True,False,False,12,True,4226390
1011378,İstanbul,Daire,82,60,3,8,5,6,Doğalgaz (Kombi),1,1,True,True,True,100,True,1825644
1008631,Bursa,Daire,138,110,2,28,4,16,Doğalgaz (Kombi),1,0,True,False,False,0,True,1168697
1011283,İzmir,Daire,94,76,3,30,2,10,Doğalgaz (Kombi),1,1,True,False,False,54,True,1544024
1006363,İzmir,Daire,71,60,5,67,0,16,Merkezi,2,2,True,False,False,34,True,924107
1006517,Kayseri,Daire,86,68,3,71,5,6,Doğalgaz (Kombi),1,0,True,False,False,0,True,346016
1002673,İstanbul,Daire,212,190,3,15,0,3,Merkezi,1,0,False,False,False,204,True,4470654
1000134,Bursa,Ofis,240,198,1,8,2,18,Isıtma Yok,1,0,True,True,False,0,False,1339500
1004303,Konya,Daire,225,181,4,3,0,2,Doğalgaz (Kombi),1,0,False,False,False,176,True,1305245
1006867,Mersin,Daire,88,64,3,76,8,11,Soba,3,1,False,True,False,0,True,395772
1007586,Adana,Arsa,1117,1117,0,37,2,4,Merkezi,1,1,False,False,False,47,False,3271671
1014049,Adana,Daire,187,156,3,71,8,16,Doğalgaz (Kombi),2,3,True,True,True,100,True,1373853
1002929,Antalya,Daire,225,200,1,6,11,16,Doğalgaz (Kombi),1,1,True,True,True,522,True,1836725
1010308,İstanbul,Arsa,379,379,0,22,0,2,Doğalgaz (Kombi),2,2,False,True,False,83,False,4766509
1007053,Samsun,Daire,90,74,2,18,6,10,Doğalgaz (Kombi),2,0,False,False,False,0,True,397598
